n,plus,multi,square
8139,0.000176,9.7e-05,0.000391
8140,0.000177,9.7e-05,0.000389
8141,0.00017,9.7e-05,0.000389
8142,0.000173,9.7e-05,0.000387
8143,0.000176,0.000102,0.000381
8144,0.000119,9.7e-05,0.000395
8145,0.000101,9.7e-05,0.000381
8146,0.0001,9.7e-05,0.000386
8147,0.000111,9.6e-05,0.000389
8148,0.000104,9.7e-05,0.000402
8149,0.000103,9.6e-05,0.000383
8150,0.000102,9.7e-05,0.000386
8151,0.000102,0.000102,0.000393
8152,0.000103,9.7e-05,0.000386
8153,0.000102,9.7e-05,0.00039
8154,0.000103,9.7e-05,0.000392
8155,0.000103,9.8e-05,0.000394
8156,0.000102,9.7e-05,0.000392
8157,0.000103,9.7e-05,0.000382
8158,0.000102,0.000103,0.000393
8159,0.000102,9.7e-05,0.000387
8160,0.000103,9.7e-05,0.000394
8161,0.000103,9.8e-05,0.00039
8162,0.000102,9.6e-05,0.000389
8163,0.000102,9.8e-05,0.000388
8164,0.000103,9.7e-05,0.000387
8165,0.000102,9.7e-05,0.000387
8166,0.000102,0.000102,0.00039
8167,0.000107,9.8e-05,0.000399
8168,0.000103,9.7e-05,0.00039
8169,0.000102,9.7e-05,0.000394
8170,0.000102,9.6e-05,0.000389
8171,0.000102,9.7e-05,0.000386
8172,0.000102,9.7e-05,0.000383
8173,0.000103,0.000103,0.000374
8174,0.000111,9.8e-05,0.000384
8175,0.000103,9.7e-05,0.000388
8176,0.000102,9.7e-05,0.000396
8177,0.000102,9.7e-05,0.000387
8178,0.000103,9.7e-05,0.000387
8179,0.000103,9.7e-05,0.000392
8180,0.000103,9.7e-05,0.000391
8181,0.000121,0.000102,0.00038
8182,0.000103,9.6e-05,0.000389
8183,0.000102,0.000101,0.000385
8184,0.000102,9.7e-05,0.000396
8185,0.000102,9.8e-05,0.000383
8186,0.000103,9.7e-05,0.000391
8187,0.000103,9.7e-05,0.000389
8188,0.000108,0.000103,0.000397
8189,0.000103,9.7e-05,0.000385
8190,0.000103,9.7e-05,0.000388
8191,0.000102,9.7e-05,0.000389
8192,0.000102,9.7e-05,0.00039
8193,0.000103,9.6e-05,0.00039
8194,0.000103,9.7e-05,0.000389
8195,0.000103,9.7e-05,0.000391
8196,0.000103,0.000102,0.00039
8197,0.000103,9.7e-05,0.000383
8198,0.000102,9.7e-05,0.000387
8199,0.000102,9.7e-05,0.000385
8200,0.000103,9.7e-05,0.000393
8201,0.000103,9.8e-05,0.000384
8202,0.000104,9.7e-05,0.00039
8203,0.000103,0.000105,0.000385
8204,0.000102,9.8e-05,0.000388
8205,0.000102,9.7e-05,0.000386
8206,0.000102,9.8e-05,0.000385
8207,0.000103,9.8e-05,0.000518
8208,0.000109,9.7e-05,0.000698
8209,0.000104,9.7e-05,0.000388
8210,0.000106,9.7e-05,0.000381
8211,0.000103,0.000102,0.000375
8212,0.000103,9.8e-05,0.000389
8213,0.000103,9.6e-05,0.00039
8214,0.000103,9.8e-05,0.000389
8215,0.000111,9.7e-05,0.000391
8216,0.000103,9.7e-05,0.000391
8217,0.000103,9.7e-05,0.00039
8218,0.000103,0.000103,0.00039
8219,0.000103,9.7e-05,0.000399
8220,0.000102,9.8e-05,0.0004
8221,0.000103,9.7e-05,0.000388
8222,0.000108,9.7e-05,0.000395
8223,0.000103,9.8e-05,0.000388
8224,0.000103,9.8e-05,0.000397
8225,0.000103,9.8e-05,0.000385
8226,0.000104,9.8e-05,0.000386
8227,0.000103,9.7e-05,0.00039
8228,0.000103,9.8e-05,0.000389
8229,0.000109,9.8e-05,0.000394
8230,0.000103,9.8e-05,0.000391
8231,0.000103,9.7e-05,0.000395
8232,0.000103,9.7e-05,0.000393
8233,0.000103,0.000103,0.000387
8234,0.000103,9.8e-05,0.000386
8235,0.000103,9.8e-05,0.000388
8236,0.00011,9.8e-05,0.000395
8237,0.000103,0.000177,0.000384
8238,0.000103,0.000174,0.000394
8239,0.000103,0.000175,0.000391
8240,0.000103,0.000174,0.000393
8241,0.000103,0.000182,0.000391
8242,0.000103,0.000135,0.000388
8243,0.000104,0.0001,0.000393
8244,0.000103,9.9e-05,0.000389
8245,0.000103,9.8e-05,0.000392
8246,0.000103,9.7e-05,0.000392
8247,0.000103,0.000104,0.00039
8248,0.000103,9.9e-05,0.000402
8249,0.000107,9.8e-05,0.000386
8250,0.000104,9.8e-05,0.000386
8251,0.000103,0.000103,0.000381
8252,0.000103,9.8e-05,0.000388
8253,0.000103,9.7e-05,0.000381
8254,0.000104,9.8e-05,0.000393
8255,0.000103,9.7e-05,0.000397
8256,0.000109,9.9e-05,0.000395
8257,0.000104,9.7e-05,0.000393
8258,0.000103,0.000104,0.000391
8259,0.000103,9.8e-05,0.000393
8260,0.000103,9.8e-05,0.000392
8261,0.000103,9.9e-05,0.000381
8262,0.000103,0.000101,0.000397
8263,0.000111,0.000101,0.000389
8264,0.000103,9.8e-05,0.000397
8265,0.000104,9.8e-05,0.00039
8266,0.000103,9.9e-05,0.000397
8267,0.000103,9.8e-05,0.000392
8268,0.000103,9.9e-05,0.000394
8269,0.000103,9.6e-05,0.000397
8270,0.000109,9.9e-05,0.000393
8271,0.000104,9.8e-05,0.000399
8272,0.000104,9.7e-05,0.000397
8273,0.000104,0.000106,0.000396
8274,0.000107,9.8e-05,0.000395
8275,0.000104,9.9e-05,0.000388
8276,0.000103,9.8e-05,0.000392
8277,0.000104,9.8e-05,0.000387
8278,0.000103,9.9e-05,0.000395
8279,0.000104,9.8e-05,0.000391
8280,0.000103,0.000103,0.000398
8281,0.000103,9.9e-05,0.00039
8282,0.000103,9.9e-05,0.000397
8283,0.000103,9.9e-05,0.000395
8284,0.000104,9.7e-05,0.000394
8285,0.000103,9.8e-05,0.000396
8286,0.000104,9.9e-05,0.000394
8287,0.000103,9.8e-05,0.000671
8288,0.000103,0.000104,0.000626
8289,0.000103,9.9e-05,0.000386
8290,0.00011,9.9e-05,0.000389
8291,0.000103,9.9e-05,0.000383
8292,0.000103,0.0001,0.000385
8293,0.000103,9.8e-05,0.000391
8294,0.000103,9.9e-05,0.000395
8295,0.000103,0.000104,0.0004
8296,0.000103,9.8e-05,0.0004
8297,0.000109,9.8e-05,0.000399
8298,0.000104,9.9e-05,0.000396
8299,0.000104,9.8e-05,0.000393
8300,0.000103,9.8e-05,0.000405
8301,0.000104,9.8e-05,0.000395
8302,0.000104,9.9e-05,0.000401
8303,0.000103,0.0001,0.000393
8304,0.000108,9.8e-05,0.000402
8305,0.000104,9.8e-05,0.000392
8306,0.000103,9.9e-05,0.000397
8307,0.000104,9.9e-05,0.000396
8308,0.000104,9.8e-05,0.000398
8309,0.000104,9.8e-05,0.000399
8310,0.000104,0.000121,0.000394
8311,0.000104,9.9e-05,0.000401
8312,0.000104,9.9e-05,0.000399
8313,0.000103,9.9e-05,0.000393
8314,0.000104,9.8e-05,0.000394
8315,0.000103,9.9e-05,0.000395
8316,0.000104,9.9e-05,0.000393
8317,0.000108,0.000105,0.000387
8318,0.000104,9.9e-05,0.0004
8319,0.000104,9.9e-05,0.000395
8320,0.000104,9.8e-05,0.000401
8321,0.000104,9.9e-05,0.000396
8322,0.000104,9.8e-05,0.000397
8323,0.000104,9.9e-05,0.000399
8324,0.000112,9.9e-05,0.000401
8325,0.000103,0.0001,0.000401
8326,0.000104,9.9e-05,0.000399
8327,0.000104,9.9e-05,0.000403
8328,0.000104,9.8e-05,0.000389
8329,0.000104,9.9e-05,0.000402
8330,0.000104,9.9e-05,0.000402
8331,0.000109,0.0001,0.000396
8332,0.000104,0.000103,0.000404
8333,0.000104,9.9e-05,0.000397
8334,0.000104,9.9e-05,0.000404
8335,0.000104,9.8e-05,0.000398
8336,0.000104,9.9e-05,0.000406
8337,0.000103,9.9e-05,0.000382
8338,0.000116,9.9e-05,0.000387
8339,0.000105,0.000106,0.000391
8340,0.000105,9.9e-05,0.000397
8341,0.000105,9.9e-05,0.000399
8342,0.000105,9.9e-05,0.000396
8343,0.000104,9.9e-05,0.000401
8344,0.00011,9.9e-05,0.000401
8345,0.000105,9.9e-05,0.000399
8346,0.000104,9.9e-05,0.000399
8347,0.000104,0.0001,0.000408
8348,0.000104,9.9e-05,0.000408
8349,0.000104,9.9e-05,0.0004
8350,0.000105,9.9e-05,0.000408
8351,0.00011,9.8e-05,0.000401
8352,0.000104,9.9e-05,0.000408
8353,0.000104,9.9e-05,0.000395
8354,0.000105,0.000105,0.000396
8355,0.000103,9.9e-05,0.000385
8356,0.000105,0.0001,0.000398
8357,0.000104,9.9e-05,0.000403
8358,0.00011,9.9e-05,0.0004
8359,0.000105,9.8e-05,0.000402
8360,0.000104,9.9e-05,0.000402
8361,0.000104,0.000105,0.000402
8362,0.000104,9.8e-05,0.000401
8363,0.000105,0.0001,0.000399
8364,0.000104,9.9e-05,0.000412
8365,0.000106,9.9e-05,0.000675
8366,0.000104,9.9e-05,0.000663
8367,0.000105,9.9e-05,0.000435
8368,0.000104,9.9e-05,0.000416
8369,0.000105,0.000101,0.000419
8370,0.000104,0.0001,0.000414
8371,0.000174,0.0001,0.000476
8372,0.000182,0.0001,0.000508
8373,0.000179,9.9e-05,0.000496
8374,0.000186,0.000102,0.000412
8375,0.000188,0.0001,0.000415
8376,0.000115,0.000105,0.000414
8377,0.000106,9.9e-05,0.000408
8378,0.000104,0.0001,0.000407
8379,0.000105,0.0001,0.000414
8380,0.000105,0.0001,0.000414
8381,0.000111,9.9e-05,0.000406
8382,0.000105,9.9e-05,0.00041
8383,0.000104,0.000105,0.000406
8384,0.000105,0.0001,0.000416
8385,0.000104,0.0001,0.000403
8386,0.000105,9.9e-05,0.000411
8387,0.000105,0.0001,0.000404
8388,0.00011,0.0001,0.0004
8389,0.000105,9.9e-05,0.000403
8390,0.000105,0.000104,0.000405
8391,0.000104,0.0001,0.000408
8392,0.000105,9.9e-05,0.000408
8393,0.000105,9.9e-05,0.000408
8394,0.000105,0.0001,0.000405
8395,0.000111,9.9e-05,0.000412
8396,0.000105,9.9e-05,0.000409
8397,0.000105,9.9e-05,0.00041
8398,0.000114,0.000109,0.000418
8399,0.000106,0.000101,0.000411
8400,0.000105,0.000101,0.000411
8401,0.000105,0.0001,0.000392
8402,0.000109,9.9e-05,0.000401
8403,0.000105,0.0001,0.000394
8404,0.000105,0.0001,0.000402
8405,0.000106,0.000106,0.000396
8406,0.000105,0.0001,0.000402
8407,0.000105,9.9e-05,0.000398
8408,0.000112,0.0001,0.000404
8409,0.000105,0.0001,0.000396
8410,0.000105,9.9e-05,0.000402
8411,0.000105,0.0001,0.000402
8412,0.000105,0.000105,0.0004
8413,0.000105,0.0001,0.000401
8414,0.000104,9.9e-05,0.000399
8415,0.00011,0.0001,0.000399
8416,0.000105,0.0001,0.000399
8417,0.000105,0.000101,0.000392
8418,0.000105,0.0001,0.0004
8419,0.000106,9.9e-05,0.000397
8420,0.000106,0.0001,0.000394
8421,0.000105,9.9e-05,0.000389
8422,0.000106,9.9e-05,0.000403
8423,0.000105,0.0001,0.000398
8424,0.000106,9.9e-05,0.000405
8425,0.000105,9.9e-05,0.000397
8426,0.000105,0.0001,0.000399
8427,0.000105,0.000107,0.000403
8428,0.000111,0.0001,0.000401
8429,0.000105,0.0001,0.000404
8430,0.000106,0.0001,0.000402
8431,0.000105,9.9e-05,0.000403
8432,0.000106,0.0001,0.000402
8433,0.000105,0.0001,0.000392
8434,0.000105,0.000106,0.000397
8435,0.000122,0.0001,0.000397
8436,0.000105,9.9e-05,0.000406
8437,0.000105,0.0001,0.000397
8438,0.000105,0.000104,0.000404
8439,0.000105,0.0001,0.000397
8440,0.000105,0.000101,0.000409
8441,0.000105,0.000107,0.000613
8442,0.000106,0.0001,0.000704
8443,0.000105,0.0001,0.000405
8444,0.000106,0.0001,0.000402
8445,0.000105,0.0001,0.000394
8446,0.000105,0.000101,0.000401
8447,0.000105,0.0001,0.000395
8448,0.00011,9.9e-05,0.000402
8449,0.000106,0.000102,0.000391
8450,0.000105,0.000101,0.000398
8451,0.000106,0.000101,0.000391
8452,0.000105,0.0001,0.000393
8453,0.000105,0.0001,0.000397
8454,0.000105,0.0001,0.000394
8455,0.00011,0.0001,0.000397
8456,0.000105,0.000105,0.000397
8457,0.000105,0.0001,0.000395
8458,0.000106,0.0001,0.000395
8459,0.000105,0.0001,0.000394
8460,0.000105,9.9e-05,0.000402
8461,0.000105,0.0001,0.000393
8462,0.000107,0.0001,0.000406
8463,0.000106,0.000108,0.000401
8464,0.000105,0.0001,0.000402
8465,0.000108,0.000101,0.000392
8466,0.000106,0.0001,0.0004
8467,0.000105,0.000101,0.000394
8468,0.000112,0.0001,0.0004
8469,0.000105,0.000101,0.000405
8470,0.000105,0.000106,0.000402
8471,0.000105,0.0001,0.000405
8472,0.000105,0.0001,0.000398
8473,0.000106,0.0001,0.000398
8474,0.000105,0.0001,0.000403
8475,0.000111,0.0001,0.000401
8476,0.000106,0.0001,0.000404
8477,0.000106,0.0001,0.000393
8478,0.000106,0.000101,0.000409
8479,0.000106,0.0001,0.000395
8480,0.000105,0.0001,0.000404
8481,0.000105,0.0001,0.000398
8482,0.000107,0.0001,0.000403
8483,0.000105,0.000101,0.000403
8484,0.000106,0.000101,0.000404
8485,0.000106,0.000106,0.000404
8486,0.000106,0.000103,0.000399
8487,0.000105,0.000186,0.000402
8488,0.000111,0.000185,0.0004
8489,0.000106,0.000193,0.000401
8490,0.000106,0.000178,0.000401
8491,0.000106,0.000195,0.000387
8492,0.000106,0.000117,0.000398
8493,0.000105,0.000106,0.000395
8494,0.000105,0.000103,0.000408
8495,0.000111,0.000104,0.0004
8496,0.000106,0.000102,0.000403
8497,0.000106,0.000103,0.000395
8498,0.000106,0.0001,0.000406
8499,0.000106,0.000101,0.000397
8500,0.000106,0.0001,0.000407
8501,0.000106,0.0001,0.000401
8502,0.000107,0.000111,0.000398
8503,0.000106,0.000101,0.000401
8504,0.000106,0.000102,0.000403
8505,0.000105,0.000101,0.0004
8506,0.000106,9.9e-05,0.000403
8507,0.000106,0.000101,0.000406
8508,0.000123,0.000101,0.000407
8509,0.000106,0.000108,0.000405
8510,0.000105,0.000101,0.000406
8511,0.000106,0.000113,0.000402
8512,0.000106,0.000102,0.000428
8513,0.000106,0.0001,0.000395
8514,0.000106,0.000101,0.000403
8515,0.000118,9.9e-05,0.000395
8516,0.000106,0.000107,0.000409
8517,0.000106,0.0001,0.000399
8518,0.000107,0.000101,0.000402
8519,0.000106,0.000101,0.000758
8520,0.000106,0.0001,0.000497
8521,0.000112,0.0001,0.000411
8522,0.000106,0.000101,0.000422
8523,0.000106,0.000113,0.000403
8524,0.000106,0.000101,0.000401
8525,0.000106,0.0001,0.000388
8526,0.000106,0.000101,0.000408
8527,0.000106,0.0001,0.000391
8528,0.000112,0.000101,0.000403
8529,0.00011,0.0001,0.000407
8530,0.000106,0.000105,0.000392
8531,0.000107,0.000102,0.000406
8532,0.000106,0.0001,0.000405
8533,0.000106,0.0001,0.000405
8534,0.000106,0.000101,0.000404
8535,0.000108,0.0001,0.000405
8536,0.000106,0.000101,0.000405
8537,0.000107,0.000102,0.000399
8538,0.000107,0.000103,0.000415
8539,0.000106,0.000102,0.000404
8540,0.000106,0.000101,0.000415
8541,0.000112,0.0001,0.000404
8542,0.000106,0.0001,0.000411
8543,0.000106,0.0001,0.000405
8544,0.000106,0.0001,0.000411
8545,0.000107,0.000106,0.000397
8546,0.000106,0.000101,0.000405
8547,0.000106,0.000101,0.000403
8548,0.000111,0.000101,0.000402
8549,0.000107,0.0001,0.000404
8550,0.000107,0.000101,0.000403
8551,0.000106,0.000101,0.000407
8552,0.000106,0.000109,0.000411
8553,0.000106,0.000101,0.000403
8554,0.000111,0.000101,0.000402
8555,0.000108,0.000101,0.000406
8556,0.000106,0.000101,0.000409
8557,0.000106,0.000101,0.000404
8558,0.000106,0.000101,0.00041
8559,0.000107,0.000108,0.000403
8560,0.000107,0.000101,0.000417
8561,0.000119,0.0001,0.000399
8562,0.000106,0.000101,0.000405
8563,0.000107,0.000101,0.000389
8564,0.000107,0.000101,0.000397
8565,0.000106,0.000104,0.000405
8566,0.000107,0.000108,0.000405
8567,0.000106,0.000102,0.000412
8568,0.000108,0.000102,0.000406
8569,0.000106,0.000101,0.000406
8570,0.000107,0.000101,0.000404
8571,0.000107,0.000101,0.000412
8572,0.000106,0.000101,0.000401
8573,0.000107,0.000101,0.000391
8574,0.000112,0.000102,0.000398
8575,0.000106,0.000101,0.000404
8576,0.000107,0.0001,0.000419
8577,0.000106,0.000102,0.000399
8578,0.000107,0.000101,0.000406
8579,0.000107,0.000101,0.000407
8580,0.000106,0.000101,0.000403
8581,0.000112,0.000103,0.000405
8582,0.000107,0.000101,0.000405
8583,0.000107,0.000101,0.000407
8584,0.000107,0.0001,0.00041
8585,0.000107,0.000101,0.000407
8586,0.000106,0.000102,0.000407
8587,0.000112,0.000102,0.000404
8588,0.000107,0.000106,0.000404
8589,0.000107,0.000101,0.000406
8590,0.000107,0.000101,0.000409
8591,0.000107,0.000102,0.000405
8592,0.000107,0.000101,0.000416
8593,0.00011,0.000102,0.000406
8594,0.000116,0.000102,0.000409
8595,0.000107,0.000108,0.000566
8596,0.000106,0.000101,0.000713
8597,0.000106,0.000102,0.000405
8598,0.00019,0.000102,0.000409
8599,0.000188,0.000102,0.000411
8600,0.000183,0.000101,0.000408
8601,0.000182,0.0001,0.000403
8602,0.000197,0.000108,0.000413
8603,0.00011,0.000101,0.000408
8604,0.000108,0.000101,0.000415
8605,0.000107,0.000102,0.000404
8606,0.000107,0.000102,0.000413
8607,0.000107,0.000102,0.000405
8608,0.000107,0.000101,0.000412
8609,0.000107,0.000107,0.000402
8610,0.000113,0.000101,0.000407
8611,0.000107,0.000101,0.000402
8612,0.000107,0.000101,0.000404
8613,0.000107,0.000101,0.000407
8614,0.000107,0.000102,0.000405
8615,0.000107,0.000102,0.000413
8616,0.000107,0.000102,0.000412
8617,0.000108,0.000103,0.000406
8618,0.000107,0.000101,0.000405
8619,0.000107,0.000101,0.000412
8620,0.000107,0.000101,0.000411
8621,0.000107,0.000107,0.000406
8622,0.000108,0.000101,0.000414
8623,0.000113,0.000101,0.000406
8624,0.000107,0.000102,0.000415
8625,0.000107,0.000101,0.000405
8626,0.000107,0.000101,0.000412
8627,0.000107,0.000101,0.000405
8628,0.000107,0.000101,0.000412
8629,0.000107,0.000105,0.000401
8630,0.000121,0.000102,0.000403
8631,0.000107,0.000106,0.000406
8632,0.000107,0.000102,0.000407
8633,0.000107,0.000101,0.000413
8634,0.000107,0.000102,0.000409
8635,0.000107,0.000102,0.000413
8636,0.000112,0.000102,0.000412
8637,0.000107,0.000102,0.000409
8638,0.000108,0.000107,0.000408
8639,0.000107,0.000102,0.000412
8640,0.000107,0.000102,0.000411
8641,0.000107,0.000101,0.000405
8642,0.000108,0.000102,0.000412
8643,0.000115,0.000102,0.000407
8644,0.000107,0.000102,0.000415
8645,0.000108,0.000107,0.000392
8646,0.000108,0.000103,0.000411
8647,0.000107,0.000102,0.000408
8648,0.000107,0.000102,0.000417
8649,0.000116,0.000102,0.000394
8650,0.00011,0.000102,0.000407
8651,0.000108,0.000102,0.000409
8652,0.000107,0.000107,0.000412
8653,0.000107,0.000102,0.000411
8654,0.000108,0.000101,0.000409
8655,0.000108,0.000102,0.000399
8656,0.000116,0.000101,0.000404
8657,0.000113,0.000101,0.000411
8658,0.000109,0.000102,0.000409
8659,0.000108,0.000106,0.000413
8660,0.000108,0.000102,0.000412
8661,0.000107,0.000102,0.000407
8662,0.000114,0.000102,0.000418
8663,0.000108,0.000102,0.00041
8664,0.000108,0.000102,0.000418
8665,0.000108,0.000102,0.000411
8666,0.000107,0.000106,0.000416
8667,0.000107,0.000103,0.000406
8668,0.000107,0.000101,0.000413
8669,0.000114,0.000103,0.000409
8670,0.000108,0.000102,0.000412
8671,0.000108,0.000102,0.000672
8672,0.000108,0.000102,0.000749
8673,0.000108,0.000103,0.000439
8674,0.000108,0.000103,0.00044
8675,0.000107,0.000102,0.000427
8676,0.000108,0.000103,0.00041
8677,0.000107,0.000101,0.000416
8678,0.000108,0.000103,0.000425
8679,0.000108,0.000103,0.000414
8680,0.000108,0.000103,0.000421
8681,0.000108,0.000104,0.000414
8682,0.000116,0.000103,0.000423
8683,0.000107,0.000102,0.000417
8684,0.000107,0.000102,0.00041
8685,0.000107,0.000103,0.000414
8686,0.000107,0.000102,0.000421
8687,0.000107,0.000103,0.000415
8688,0.000107,0.000104,0.000421
8689,0.000109,0.000103,0.000411
8690,0.000108,0.000103,0.000413
8691,0.000108,0.000103,0.000424
8692,0.000108,0.000102,0.000413
8693,0.000108,0.000105,0.000406
8694,0.000107,0.000103,0.00041
8695,0.000112,0.000108,0.000415
8696,0.000108,0.000103,0.000422
8697,0.000107,0.000103,0.000404
8698,0.000108,0.000102,0.000406
8699,0.000108,0.000103,0.000402
8700,0.000108,0.000103,0.000421
8701,0.000107,0.000102,0.000412
8702,0.000109,0.000109,0.000411
8703,0.000108,0.000102,0.000413
8704,0.000107,0.000102,0.000419
8705,0.000108,0.000102,0.000414
8706,0.000108,0.000103,0.000416
8707,0.000107,0.000103,0.000412
8708,0.000116,0.000102,0.000423
8709,0.000108,0.000114,0.000414
8710,0.000108,0.000102,0.000417
8711,0.000109,0.000102,0.000421
8712,0.000108,0.000103,0.000421
8713,0.000108,0.000102,0.000411
8714,0.000108,0.000103,0.000416
8715,0.000109,0.000103,0.000423
8716,0.000108,0.000116,0.000421
8717,0.000109,0.000103,0.000414
8718,0.000109,0.000103,0.000405
8719,0.000108,0.000103,0.000411
8720,0.000112,0.000103,0.00042
8721,0.000114,0.000103,0.000419
8722,0.000108,0.000102,0.000427
8723,0.000108,0.000116,0.000418
8724,0.000108,0.000102,0.000418
8725,0.000108,0.000103,0.000405
8726,0.000108,0.000141,0.000411
8727,0.000108,0.000195,0.000409
8728,0.000109,0.000211,0.000417
8729,0.000108,0.000178,0.000423
8730,0.000108,0.000178,0.000423
8731,0.000108,0.00019,0.000415
8732,0.000109,0.000203,0.00042
8733,0.000108,0.000171,0.000413
8734,0.000113,0.000112,0.000417
8735,0.000108,0.000106,0.00042
8736,0.000108,0.000106,0.000418
8737,0.000108,0.000105,0.000403
8738,0.000108,0.000105,0.000411
8739,0.000108,0.000105,0.000405
8740,0.000108,0.000104,0.000403
8741,0.00011,0.000103,0.000414
8742,0.000108,0.000104,0.000408
8743,0.000108,0.000102,0.000415
8744,0.000108,0.000103,0.000428
8745,0.000108,0.000104,0.000478
8746,0.000108,0.000103,0.000719
8747,0.000114,0.000103,0.000439
8748,0.000108,0.000103,0.00042
8749,0.000108,0.000102,0.000418
8750,0.000109,0.000103,0.000421
8751,0.000109,0.000102,0.000424
8752,0.000108,0.000118,0.000425
8753,0.000108,0.000106,0.00041
8754,0.000109,0.000103,0.000408
8755,0.000109,0.000103,0.000416
8756,0.000108,0.000102,0.000424
8757,0.000108,0.000109,0.000412
8758,0.000109,0.000103,0.000419
8759,0.000108,0.000104,0.000417
8760,0.000114,0.000103,0.000424
8761,0.000109,0.000103,0.000416
8762,0.000108,0.000103,0.000429
8763,0.000108,0.000103,0.000422
8764,0.000108,0.000103,0.00043
8765,0.000109,0.000103,0.000424
8766,0.000111,0.000105,0.000418
8767,0.000109,0.000102,0.00041
8768,0.000109,0.000104,0.000423
8769,0.000109,0.000102,0.000418
8770,0.000108,0.000103,0.000415
8771,0.000108,0.000103,0.00042
8772,0.000109,0.000103,0.00042
8773,0.000114,0.000108,0.000421
8774,0.000109,0.000104,0.000426
8775,0.000108,0.000104,0.000424
8776,0.000109,0.000103,0.000419
8777,0.000109,0.000103,0.000418
8778,0.000108,0.000104,0.000425
8779,0.000114,0.000104,0.000418
8780,0.000109,0.000108,0.000424
8781,0.000109,0.000104,0.000414
8782,0.000108,0.000103,0.000425
8783,0.000111,0.000104,0.00042
8784,0.000112,0.000103,0.000419
8785,0.00011,0.000103,0.000417
8786,0.000115,0.000105,0.00043
8787,0.000109,0.00011,0.000408
8788,0.000109,0.000103,0.000419
8789,0.000108,0.000104,0.000422
8790,0.000109,0.000102,0.000425
8791,0.000109,0.000104,0.000416
8792,0.000127,0.000104,0.000419
8793,0.000109,0.000104,0.000426
8794,0.000108,0.000114,0.000425
8795,0.000109,0.000103,0.000429
8796,0.000109,0.000104,0.000427
8797,0.000108,0.000103,0.000426
8798,0.000109,0.000104,0.000417
8799,0.00011,0.000103,0.000429
8800,0.00011,0.000103,0.000431
8801,0.000108,0.000115,0.000422
8802,0.000109,0.000103,0.000421
8803,0.000109,0.000103,0.00041
8804,0.000109,0.000103,0.00041
8805,0.000115,0.000104,0.000409
8806,0.000109,0.000103,0.000423
8807,0.000109,0.000103,0.000419
8808,0.000109,0.000109,0.000429
8809,0.000108,0.000103,0.000417
8810,0.000109,0.000104,0.000419
8811,0.000108,0.000102,0.000421
8812,0.00011,0.000104,0.000427
8813,0.000109,0.000103,0.000421
8814,0.000109,0.000104,0.000429
8815,0.000109,0.000107,0.00042
8816,0.000109,0.000103,0.000428
8817,0.000109,0.000104,0.000417
8818,0.000115,0.000103,0.000663
8819,0.000109,0.000105,0.000819
8820,0.000109,0.000107,0.000439
8821,0.000158,0.000103,0.000453
8822,0.00018,0.000114,0.000436
8823,0.000187,0.000103,0.000424
8824,0.000177,0.000103,0.000424
8825,0.000145,0.000104,0.00042
8826,0.000109,0.000104,0.000428
8827,0.000109,0.000103,0.000423
8828,0.000118,0.000103,0.000429
8829,0.000109,0.000115,0.000421
8830,0.00011,0.000104,0.000432
8831,0.000109,0.000103,0.000421
8832,0.00011,0.000103,0.00043
8833,0.000109,0.000104,0.000407
8834,0.000109,0.000105,0.000427
8835,0.000111,0.000103,0.000407
8836,0.000109,0.000108,0.000426
8837,0.000109,0.000104,0.000418
8838,0.00011,0.000104,0.000416
8839,0.00011,0.000104,0.000409
8840,0.000109,0.000104,0.00042
8841,0.000123,0.000104,0.000424
8842,0.00011,0.000104,0.000421
8843,0.00011,0.000109,0.00043
8844,0.000109,0.000104,0.000422
8845,0.000109,0.000104,0.000427
8846,0.00011,0.000104,0.000416
8847,0.00011,0.000105,0.000425
8848,0.000116,0.000104,0.000435
8849,0.00011,0.000104,0.000418
8850,0.000109,0.00011,0.000423
8851,0.00011,0.000104,0.000432
8852,0.000109,0.000104,0.000433
8853,0.000109,0.000105,0.000428
8854,0.000124,0.000103,0.000428
8855,0.000109,0.000104,0.000425
8856,0.000109,0.000104,0.000418
8857,0.00011,0.000105,0.000416
8858,0.00011,0.000104,0.000418
8859,0.00011,0.000104,0.000423
8860,0.000115,0.000103,0.000431
8861,0.000109,0.000104,0.00042
8862,0.00011,0.000104,0.000426
8863,0.00011,0.000104,0.000416
8864,0.00011,0.000105,0.000434
8865,0.00011,0.000105,0.000424
8866,0.000109,0.000104,0.000429
8867,0.000112,0.000103,0.000424
8868,0.00011,0.000104,0.000425
8869,0.000111,0.000104,0.000422
8870,0.00011,0.000105,0.000425
8871,0.00011,0.000106,0.000419
8872,0.00011,0.000104,0.000425
8873,0.000114,0.000103,0.000424
8874,0.00011,0.000103,0.000423
8875,0.00011,0.000104,0.000421
8876,0.00011,0.000103,0.000418
8877,0.00011,0.000104,0.000427
8878,0.00011,0.000104,0.000425
8879,0.000116,0.000104,0.000421
8880,0.000111,0.000104,0.000428
8881,0.00011,0.000105,0.00041
8882,0.00011,0.000105,0.000422
8883,0.00011,0.000103,0.000422
8884,0.00011,0.000108,0.000432
8885,0.000109,0.000106,0.000423
8886,0.000123,0.000105,0.000432
8887,0.00011,0.000104,0.000426
8888,0.00011,0.000105,0.000434
8889,0.00011,0.000104,0.000425
8890,0.00011,0.000104,0.000502
8891,0.00011,0.000104,0.000781
