n,plus,multi,minus
5319,7.1e-05,6.9e-05,7.7e-05
5320,7.1e-05,6.8e-05,7.5e-05
5321,7e-05,6.8e-05,7.5e-05
5322,6.9e-05,6.9e-05,7.4e-05
5323,7e-05,6.8e-05,7.4e-05
5324,7.1e-05,6.9e-05,7.4e-05
5325,7.1e-05,7e-05,7.5e-05
5326,7e-05,6.9e-05,7.4e-05
5327,7.5e-05,6.9e-05,7.4e-05
5328,6.9e-05,6.8e-05,8e-05
5329,7e-05,6.8e-05,7.5e-05
5330,7.1e-05,6.8e-05,7.4e-05
5331,7e-05,6.9e-05,7.5e-05
5332,7e-05,6.9e-05,7.4e-05
5333,7e-05,6.8e-05,7.5e-05
5334,6.9e-05,6.9e-05,7.5e-05
5335,7e-05,7.5e-05,7.6e-05
5336,7.1e-05,6.9e-05,7.5e-05
5337,7.9e-05,6.8e-05,7.5e-05
5338,7e-05,6.8e-05,7.9e-05
5339,7e-05,6.8e-05,7.4e-05
5340,7.1e-05,6.9e-05,7.5e-05
5341,7.1e-05,6.9e-05,7.5e-05
5342,7.5e-05,6.8e-05,7.5e-05
5343,7.2e-05,6.9e-05,7.6e-05
5344,7.2e-05,6.8e-05,7.4e-05
5345,7e-05,6.8e-05,7.5e-05
5346,7e-05,6.9e-05,7.6e-05
5347,7.8e-05,6.8e-05,8.2e-05
5348,7.2e-05,6.9e-05,7.5e-05
5349,7e-05,6.8e-05,7.5e-05
5350,7e-05,6.9e-05,7.8e-05
5351,7e-05,6.8e-05,7.5e-05
5352,7e-05,6.9e-05,7.5e-05
5353,7e-05,6.8e-05,7.5e-05
5354,7e-05,6.9e-05,7.5e-05
5355,7.1e-05,6.8e-05,7.5e-05
5356,7.1e-05,7.4e-05,7.5e-05
5357,7.8e-05,6.8e-05,8.1e-05
5358,7.1e-05,6.9e-05,7.5e-05
5359,7.1e-05,6.9e-05,7.5e-05
5360,7.1e-05,6.8e-05,7.5e-05
5361,7.1e-05,6.9e-05,7.4e-05
5362,7e-05,6.9e-05,7.5e-05
5363,7e-05,6.9e-05,7.4e-05
5364,7.1e-05,6.9e-05,7.4e-05
5365,7e-05,6.8e-05,7.5e-05
5366,7e-05,6.9e-05,8e-05
5367,7.6e-05,7e-05,7.5e-05
5368,7.1e-05,7e-05,7.5e-05
5369,7e-05,6.9e-05,7.6e-05
5370,7.1e-05,6.8e-05,7.4e-05
5371,7.1e-05,9.8e-05,7.6e-05
5372,7.1e-05,0.000121,7.6e-05
5373,7e-05,0.000127,7.5e-05
5374,7e-05,0.000129,7.5e-05
5375,7.1e-05,0.00012,7.5e-05
5376,7e-05,0.000119,8.1e-05
5377,7.6e-05,0.000123,7.4e-05
5378,7.1e-05,0.000122,7.5e-05
5379,7e-05,8.8e-05,7.6e-05
5380,7.1e-05,7.3e-05,7.5e-05
5381,7.1e-05,8.1e-05,7.5e-05
5382,7.2e-05,7.2e-05,7.5e-05
5383,7e-05,7.2e-05,7.5e-05
5384,7.2e-05,7.2e-05,8.4e-05
5385,7.1e-05,7.1e-05,0.000138
5386,7e-05,7.1e-05,0.000134
5387,7.4e-05,7.2e-05,0.000127
5388,7.2e-05,7.2e-05,0.000129
5389,7.1e-05,7.2e-05,0.00013
5390,7.2e-05,7.2e-05,0.000132
5391,7.2e-05,8e-05,0.000122
5392,7e-05,7.2e-05,7.8e-05
5393,7.2e-05,7.1e-05,7.5e-05
5394,7.1e-05,7.2e-05,7.4e-05
5395,6.9e-05,7.2e-05,7.5e-05
5396,7.1e-05,7.2e-05,7.5e-05
5397,7.3e-05,7.2e-05,7.5e-05
5398,7.1e-05,7.2e-05,7.5e-05
5399,7.1e-05,7.1e-05,8.7e-05
5400,7e-05,7.3e-05,7.6e-05
5401,7.1e-05,7.8e-05,7.7e-05
5402,7.1e-05,7.2e-05,7.7e-05
5403,7.2e-05,7.2e-05,7.5e-05
5404,7e-05,7.1e-05,7.5e-05
5405,7.4e-05,8.2e-05,7.5e-05
5406,7.5e-05,7.3e-05,7.6e-05
5407,7.2e-05,7.4e-05,7.7e-05
5408,7.2e-05,7.2e-05,7.6e-05
5409,7.1e-05,7.2e-05,7.7e-05
5410,7e-05,7.1e-05,7.6e-05
5411,7.1e-05,7.9e-05,7.6e-05
5412,7.1e-05,7.1e-05,7.5e-05
5413,7.2e-05,7.2e-05,7.6e-05
5414,7.1e-05,7.1e-05,8.1e-05
5415,7.1e-05,7.1e-05,7.6e-05
5416,7.9e-05,7.1e-05,7.6e-05
5417,7.1e-05,7.1e-05,7.5e-05
5418,7.1e-05,7.2e-05,7.7e-05
5419,7.1e-05,7.2e-05,7.5e-05
5420,7e-05,7.2e-05,7.5e-05
5421,7.2e-05,8.1e-05,7.5e-05
5422,7.2e-05,7.2e-05,7.5e-05
5423,7.1e-05,7.1e-05,7.6e-05
5424,7.1e-05,7.3e-05,7.5e-05
5425,7.2e-05,7.1e-05,7.6e-05
5426,8e-05,7.2e-05,7.5e-05
5427,7.1e-05,7.1e-05,8.1e-05
5428,7.3e-05,7.3e-05,7.6e-05
5429,7.1e-05,7.2e-05,7.6e-05
5430,7.3e-05,7.2e-05,7.6e-05
5431,7.1e-05,7.6e-05,7.5e-05
5432,7.1e-05,7.2e-05,7.4e-05
5433,7.1e-05,7.3e-05,7.5e-05
5434,7.2e-05,7.3e-05,7.5e-05
5435,7.2e-05,7.2e-05,7.5e-05
5436,7.7e-05,7.2e-05,8.4e-05
5437,7.2e-05,7.2e-05,7.5e-05
5438,7.1e-05,7.2e-05,7.5e-05
5439,7.1e-05,7.2e-05,7.6e-05
5440,7.2e-05,7.3e-05,7.7e-05
5441,7.2e-05,7.5e-05,7.5e-05
5442,7.1e-05,7.8e-05,7.6e-05
5443,7.1e-05,7.3e-05,7.5e-05
5444,7.2e-05,7.3e-05,7.6e-05
5445,7.2e-05,7.3e-05,7.7e-05
5446,7.7e-05,7.2e-05,7.8e-05
5447,7.1e-05,7.2e-05,7.6e-05
5448,7.2e-05,7.2e-05,7.6e-05
5449,7.2e-05,7.3e-05,7.6e-05
5450,7.2e-05,8e-05,7.6e-05
5451,7.1e-05,7.2e-05,7.7e-05
5452,7.2e-05,7.2e-05,7.7e-05
5453,7.2e-05,7.2e-05,7.6e-05
5454,7.2e-05,7.2e-05,7.6e-05
5455,7.1e-05,7.2e-05,8.1e-05
5456,7.3e-05,7.2e-05,7.6e-05
5457,7.2e-05,7.2e-05,7.6e-05
5458,7.2e-05,7.1e-05,7.6e-05
5459,7.2e-05,7.2e-05,7.6e-05
5460,7.3e-05,8e-05,7.7e-05
5461,7.2e-05,7.3e-05,7.6e-05
5462,7.2e-05,7.3e-05,7.6e-05
5463,7.2e-05,7.3e-05,7.6e-05
5464,7.1e-05,7.2e-05,8.7e-05
5465,8e-05,7.3e-05,7.7e-05
5466,7.2e-05,7.2e-05,7.6e-05
5467,7.2e-05,7.3e-05,7.5e-05
5468,7.1e-05,7.2e-05,7.6e-05
5469,7.6e-05,7.3e-05,7.6e-05
5470,7.2e-05,7.9e-05,7.5e-05
5471,7.3e-05,7.3e-05,7.6e-05
5472,7.1e-05,7.3e-05,7.6e-05
5473,7.3e-05,7.2e-05,7.6e-05
5474,7.2e-05,7.3e-05,8.2e-05
5475,7.9e-05,7.2e-05,7.6e-05
5476,7.2e-05,7.2e-05,7.7e-05
5477,7.2e-05,7.2e-05,7.6e-05
5478,7.2e-05,7.2e-05,8e-05
5479,7.2e-05,7.3e-05,7.7e-05
5480,7.1e-05,7.9e-05,7.6e-05
5481,7.2e-05,7.2e-05,7.6e-05
5482,7.2e-05,7.3e-05,7.5e-05
5483,7.1e-05,7.2e-05,8.2e-05
5484,7.3e-05,7.3e-05,7.7e-05
5485,7.4e-05,7.2e-05,7.7e-05
5486,7.3e-05,7.2e-05,7.7e-05
5487,7.2e-05,7.2e-05,7.5e-05
5488,7.2e-05,7.3e-05,7.7e-05
5489,7.3e-05,7.2e-05,7.6e-05
5490,7.1e-05,7.5e-05,7.6e-05
5491,7.3e-05,7.2e-05,7.6e-05
5492,7.2e-05,7.3e-05,8.3e-05
5493,7.2e-05,7.1e-05,7.6e-05
5494,7.9e-05,7.2e-05,7.7e-05
5495,7.4e-05,7.2e-05,7.6e-05
5496,7.3e-05,7.4e-05,7.7e-05
5497,7.2e-05,7.4e-05,7.6e-05
5498,7.3e-05,7.3e-05,7.6e-05
5499,7.1e-05,7.2e-05,7.7e-05
5500,7.2e-05,7.6e-05,7.6e-05
5501,7.3e-05,7.4e-05,8e-05
5502,7.1e-05,7.3e-05,7.8e-05
5503,7.3e-05,7.3e-05,7.7e-05
5504,8e-05,7.3e-05,7.6e-05
5505,7.2e-05,7.7e-05,7.6e-05
5506,7.3e-05,7.3e-05,7.8e-05
5507,0.000121,7.2e-05,7.8e-05
5508,0.000129,7.2e-05,7.7e-05
5509,0.00013,7.8e-05,7.7e-05
5510,0.000122,7.3e-05,7.7e-05
5511,0.000137,7.2e-05,7.9e-05
5512,0.000125,7.2e-05,7.7e-05
5513,0.000131,7.2e-05,7.6e-05
5514,8.4e-05,7.2e-05,7.7e-05
5515,7.1e-05,7.2e-05,7.6e-05
5516,6.9e-05,7.3e-05,7.7e-05
5517,7e-05,7.3e-05,7.6e-05
5518,7.6e-05,7.3e-05,7.7e-05
5519,7e-05,7.9e-05,7.6e-05
5520,7e-05,7.3e-05,8.3e-05
5521,7e-05,7.3e-05,7.7e-05
5522,6.9e-05,7.2e-05,7.7e-05
5523,7e-05,7.2e-05,7.6e-05
5524,6.9e-05,7.2e-05,7.6e-05
5525,6.9e-05,7.3e-05,7.6e-05
5526,6.9e-05,7.2e-05,7.7e-05
5527,7.1e-05,7.2e-05,7.6e-05
5528,7e-05,7.3e-05,7.7e-05
5529,7.2e-05,7.8e-05,8.3e-05
5530,7e-05,7.4e-05,7.7e-05
5531,7e-05,7.3e-05,7.7e-05
5532,7e-05,7.3e-05,7.7e-05
5533,7.5e-05,7.2e-05,7.6e-05
5534,7.1e-05,7.4e-05,7.6e-05
5535,6.9e-05,7.2e-05,7.6e-05
5536,7e-05,7.2e-05,7.8e-05
5537,7.1e-05,7.2e-05,7.7e-05
5538,7e-05,7.3e-05,7.7e-05
5539,7.7e-05,7.5e-05,7.7e-05
5540,7e-05,7.3e-05,7.7e-05
5541,7e-05,7.3e-05,7.7e-05
5542,7e-05,7.3e-05,8.1e-05
5543,7e-05,7.3e-05,8e-05
5544,7.1e-05,7.2e-05,7.7e-05
5545,7.1e-05,7.2e-05,7.9e-05
5546,7e-05,7.4e-05,7.8e-05
5547,7.1e-05,7.3e-05,7.9e-05
5548,7e-05,8.1e-05,8e-05
5549,7.5e-05,7.4e-05,7.7e-05
5550,7e-05,7.4e-05,7.8e-05
5551,7e-05,7.3e-05,7.8e-05
5552,7e-05,7.5e-05,7.7e-05
5553,6.9e-05,7.3e-05,7.9e-05
5554,7e-05,7.4e-05,7.7e-05
5555,7e-05,7.4e-05,7.9e-05
5556,7e-05,7.4e-05,7.8e-05
5557,7.1e-05,7.3e-05,8.7e-05
5558,6.9e-05,8.1e-05,7.8e-05
5559,7.5e-05,7.4e-05,7.8e-05
5560,7.2e-05,7.4e-05,7.9e-05
5561,7.1e-05,7.4e-05,7.8e-05
5562,7.1e-05,7.4e-05,7.8e-05
5563,7.1e-05,7.5e-05,7.8e-05
5564,7e-05,7.4e-05,7.8e-05
5565,7e-05,7.4e-05,7.9e-05
5566,7e-05,7.2e-05,8.3e-05
5567,7.1e-05,7.3e-05,7.7e-05
5568,7e-05,8.1e-05,7.8e-05
5569,7e-05,7.7e-05,7.8e-05
5570,7.2e-05,7.4e-05,7.9e-05
5571,7e-05,7.3e-05,7.9e-05
5572,7e-05,7.4e-05,7.8e-05
5573,7.1e-05,7.4e-05,7.8e-05
5574,7.1e-05,7.4e-05,7.9e-05
5575,7.1e-05,7.4e-05,8.3e-05
5576,7.1e-05,7.5e-05,7.7e-05
5577,7e-05,8e-05,7.9e-05
5578,7e-05,7.4e-05,7.7e-05
5579,7.1e-05,7.4e-05,7.8e-05
5580,7.6e-05,7.5e-05,7.8e-05
5581,7.1e-05,7.4e-05,7.8e-05
5582,7.1e-05,7.4e-05,7.8e-05
5583,7.1e-05,7.4e-05,7.9e-05
5584,7.1e-05,7.4e-05,8.4e-05
5585,7.1e-05,7.4e-05,7.8e-05
5586,7.1e-05,7.4e-05,7.9e-05
5587,7.1e-05,7.9e-05,7.8e-05
5588,7.1e-05,7.4e-05,7.8e-05
5589,7.1e-05,7.4e-05,7.8e-05
5590,7.5e-05,7.4e-05,7.8e-05
5591,7.1e-05,7.4e-05,7.9e-05
5592,7.1e-05,7.6e-05,7.8e-05
5593,7.2e-05,7.4e-05,8.4e-05
5594,7.1e-05,7.4e-05,7.8e-05
5595,7.1e-05,7.4e-05,7.9e-05
5596,7.1e-05,7.5e-05,7.9e-05
5597,7.5e-05,7.5e-05,7.9e-05
5598,7.2e-05,7.3e-05,7.8e-05
5599,7.2e-05,7.3e-05,7.8e-05
5600,7.7e-05,7.4e-05,7.8e-05
5601,7.2e-05,7.4e-05,7.8e-05
5602,7.1e-05,7.4e-05,8.5e-05
5603,7e-05,7.3e-05,7.9e-05
5604,7.1e-05,7.4e-05,7.8e-05
5605,7.1e-05,7.4e-05,8.1e-05
5606,7.1e-05,7.9e-05,7.8e-05
5607,7.1e-05,7.4e-05,7.8e-05
5608,7.1e-05,7.3e-05,7.9e-05
5609,7.1e-05,7.4e-05,7.8e-05
5610,7.6e-05,7.4e-05,7.9e-05
5611,7.2e-05,7.4e-05,8.4e-05
5612,7.1e-05,7.3e-05,7.9e-05
5613,7.1e-05,7.4e-05,7.9e-05
5614,7.1e-05,7.4e-05,7.9e-05
5615,7.1e-05,7.4e-05,7.8e-05
5616,7.1e-05,8.1e-05,7.9e-05
5617,7.1e-05,7.4e-05,7.9e-05
5618,7.1e-05,7.4e-05,7.9e-05
5619,7.1e-05,7.4e-05,7.9e-05
5620,7.1e-05,7.4e-05,8.6e-05
5621,7.2e-05,7.4e-05,7.8e-05
5622,7.1e-05,7.5e-05,7.8e-05
5623,7.1e-05,7.4e-05,7.9e-05
5624,7.1e-05,7.3e-05,7.9e-05
5625,7.1e-05,7.4e-05,7.9e-05
5626,7.1e-05,7.4e-05,7.9e-05
5627,7e-05,7.4e-05,7.9e-05
5628,7.1e-05,7.4e-05,7.9e-05
5629,7.1e-05,7.3e-05,8.3e-05
5630,7.1e-05,7.4e-05,7.8e-05
5631,7.6e-05,7.5e-05,7.9e-05
5632,7.1e-05,7.4e-05,7.8e-05
5633,7.2e-05,7.8e-05,7.9e-05
5634,7.1e-05,7.4e-05,8e-05
5635,7.1e-05,8e-05,7.9e-05
5636,7.1e-05,7.3e-05,7.8e-05
5637,7.1e-05,7.3e-05,7.9e-05
5638,7.1e-05,7.4e-05,8.4e-05
5639,7.1e-05,7.5e-05,7.9e-05
5640,7.1e-05,7.4e-05,7.9e-05
5641,7.6e-05,7.4e-05,8e-05
5642,7.1e-05,7.4e-05,7.9e-05
5643,7.1e-05,7.4e-05,7.9e-05
5644,7.1e-05,7.4e-05,7.9e-05
5645,7.1e-05,8e-05,7.9e-05
5646,7.1e-05,7.5e-05,7.9e-05
5647,7.1e-05,7.4e-05,8.4e-05
5648,7.1e-05,7.4e-05,7.9e-05
5649,7.1e-05,7.4e-05,7.9e-05
5650,7.2e-05,7.4e-05,7.9e-05
5651,7.7e-05,7.4e-05,7.9e-05
5652,7.2e-05,7.4e-05,7.8e-05
5653,7.1e-05,7.4e-05,8e-05
5654,7.2e-05,7.5e-05,7.8e-05
5655,7.2e-05,7.6e-05,7.8e-05
5656,7.2e-05,7.4e-05,8.4e-05
5657,7.1e-05,7.4e-05,8e-05
5658,7.1e-05,7.4e-05,8e-05
5659,7.2e-05,7.4e-05,7.9e-05
5660,7.5e-05,7.3e-05,8e-05
5661,7.8e-05,7.5e-05,7.9e-05
5662,7.2e-05,7.4e-05,7.9e-05
5663,7.1e-05,7.4e-05,7.8e-05
5664,7.1e-05,7.9e-05,7.9e-05
5665,7.1e-05,7.4e-05,8.5e-05
5666,7.1e-05,7.5e-05,7.8e-05
5667,7.1e-05,7.3e-05,7.9e-05
5668,7.2e-05,7.4e-05,7.9e-05
5669,7.2e-05,7.5e-05,8.2e-05
5670,7.1e-05,7.3e-05,8e-05
5671,7.6e-05,7.4e-05,8e-05
5672,7.1e-05,7.5e-05,7.9e-05
5673,7.1e-05,7.3e-05,8e-05
5674,7.2e-05,7.5e-05,8e-05
5675,7.1e-05,7.4e-05,7.9e-05
5676,7.2e-05,7.4e-05,7.9e-05
5677,7.1e-05,7.4e-05,7.8e-05
5678,7.2e-05,7.4e-05,7.9e-05
5679,7.2e-05,7.5e-05,7.8e-05
5680,7.2e-05,7.4e-05,7.9e-05
5681,7.7e-05,7.4e-05,7.7e-05
5682,7.2e-05,7.5e-05,7.8e-05
5683,7.1e-05,8e-05,7.9e-05
5684,7.1e-05,7.4e-05,7.9e-05
5685,7.2e-05,7.4e-05,7.9e-05
5686,7.1e-05,7.4e-05,7.8e-05
5687,7.2e-05,7.4e-05,7.9e-05
5688,7.1e-05,7.4e-05,7.9e-05
5689,7.1e-05,7.5e-05,7.8e-05
5690,7.2e-05,7.6e-05,7.9e-05
5691,7.1e-05,7.3e-05,7.8e-05
5692,7.3e-05,7.4e-05,8.1e-05
5693,7.2e-05,8.1e-05,7.8e-05
5694,7.1e-05,7.4e-05,7.8e-05
5695,7.2e-05,7.5e-05,7.9e-05
5696,7.1e-05,7.4e-05,7.8e-05
5697,7.2e-05,7.8e-05,8.9e-05
5698,7.2e-05,0.000108,0.000131
5699,7.2e-05,0.000132,0.000143
5700,7.1e-05,0.000167,0.000137
5701,7.2e-05,7.7e-05,0.000137
5702,7.3e-05,7.6e-05,0.000134
5703,7.2e-05,0.000123,0.000137
5704,7.1e-05,0.000124,0.000111
5705,7.2e-05,0.00014,8.7e-05
5706,7.2e-05,0.000133,7.9e-05
5707,7.2e-05,0.000141,7.8e-05
5708,7.1e-05,0.00013,7.9e-05
5709,7.2e-05,0.000134,7.8e-05
5710,7.2e-05,8.1e-05,7.8e-05
5711,7.2e-05,7.5e-05,7.9e-05
5712,7.4e-05,7.5e-05,7.9e-05
5713,7.2e-05,7.5e-05,7.8e-05
5714,7.2e-05,8e-05,8.4e-05
5715,7.2e-05,7.5e-05,8e-05
5716,7.1e-05,7.5e-05,7.9e-05
5717,7.3e-05,7.5e-05,7.8e-05
5718,7.2e-05,7.5e-05,7.8e-05
5719,7.2e-05,7.5e-05,7.9e-05
5720,7.1e-05,7.4e-05,7.9e-05
5721,7.1e-05,7.5e-05,7.9e-05
5722,7.3e-05,7.6e-05,7.8e-05
5723,7.3e-05,7.5e-05,8.5e-05
5724,7.5e-05,7.8e-05,7.8e-05
5725,7.3e-05,7.6e-05,7.9e-05
5726,7.2e-05,7.5e-05,7.9e-05
5727,7.2e-05,7.5e-05,8e-05
5728,7.2e-05,7.5e-05,7.8e-05
5729,7.2e-05,7.5e-05,7.9e-05
5730,7.2e-05,7.5e-05,7.9e-05
5731,7.2e-05,7.5e-05,7.9e-05
5732,7.3e-05,7.6e-05,8.1e-05
5733,7.3e-05,8.1e-05,8.4e-05
5734,7.2e-05,7.5e-05,8e-05
5735,7.2e-05,7.5e-05,7.9e-05
5736,7.2e-05,7.6e-05,7.9e-05
5737,7.2e-05,7.7e-05,7.9e-05
5738,7.3e-05,7.5e-05,7.9e-05
5739,7.2e-05,7.5e-05,7.8e-05
5740,7.2e-05,7.5e-05,7.9e-05
5741,7.2e-05,7.6e-05,8.4e-05
5742,7.4e-05,7.5e-05,7.9e-05
5743,7.2e-05,7.7e-05,8e-05
5744,7.2e-05,7.7e-05,7.8e-05
5745,7.3e-05,7.6e-05,7.9e-05
5746,7.2e-05,7.6e-05,7.9e-05
5747,7.2e-05,7.5e-05,8e-05
5748,7.1e-05,7.6e-05,7.9e-05
5749,7.2e-05,7.6e-05,7.9e-05
5750,7.2e-05,7.5e-05,8.1e-05
5751,7.2e-05,7.5e-05,7.9e-05
5752,7.3e-05,8.2e-05,8e-05
5753,7.2e-05,7.5e-05,8e-05
5754,7.2e-05,7.5e-05,7.8e-05
5755,7.3e-05,7.5e-05,8e-05
5756,7.3e-05,7.5e-05,7.9e-05
5757,7.2e-05,7.6e-05,7.9e-05
5758,7.3e-05,7.6e-05,8.5e-05
5759,7.2e-05,7.6e-05,8e-05
5760,7.2e-05,8.1e-05,8e-05
5761,7.2e-05,8.2e-05,7.9e-05
5762,7.3e-05,7.5e-05,7.9e-05
5763,7.2e-05,7.4e-05,8e-05
5764,7.3e-05,7.5e-05,8.1e-05
5765,7.3e-05,7.6e-05,8e-05
5766,7.2e-05,7.6e-05,7.9e-05
5767,7.3e-05,7.5e-05,8.6e-05
5768,7.2e-05,7.6e-05,7.9e-05
5769,7.3e-05,7.6e-05,7.8e-05
5770,7.2e-05,7.6e-05,7.9e-05
5771,7.3e-05,8.1e-05,7.9e-05
5772,7.4e-05,7.6e-05,7.9e-05
5773,7.2e-05,7.6e-05,7.9e-05
5774,7.2e-05,8e-05,8e-05
5775,7.3e-05,7.5e-05,7.8e-05
5776,7.2e-05,7.4e-05,8.7e-05
5777,7.3e-05,7.6e-05,7.9e-05
5778,7.3e-05,7.6e-05,7.9e-05
5779,7.2e-05,7.6e-05,8e-05
5780,7.2e-05,8.1e-05,7.9e-05
5781,7.3e-05,7.6e-05,7.9e-05
5782,7.4e-05,7.7e-05,7.9e-05
5783,7.3e-05,7.5e-05,7.9e-05
5784,7.3e-05,7.6e-05,7.9e-05
5785,7.2e-05,7.5e-05,8.5e-05
5786,7.2e-05,7.6e-05,8e-05
5787,7.2e-05,7.6e-05,8e-05
5788,7.6e-05,7.5e-05,7.9e-05
5789,7.3e-05,7.5e-05,8e-05
5790,7.3e-05,7.8e-05,7.9e-05
5791,7.8e-05,7.5e-05,8e-05
5792,7.3e-05,7.5e-05,7.9e-05
5793,7.3e-05,7.5e-05,7.9e-05
5794,7.3e-05,7.5e-05,8.7e-05
5795,7.2e-05,7.6e-05,8e-05
5796,7.2e-05,7.6e-05,8e-05
5797,7.2e-05,7.6e-05,8.3e-05
5798,7.3e-05,7.5e-05,8.1e-05
5799,7.3e-05,8.8e-05,8.1e-05
5800,7.3e-05,7.5e-05,8e-05
5801,7.8e-05,7.7e-05,8.1e-05
5802,7.3e-05,7.6e-05,8e-05
5803,7.3e-05,7.6e-05,8.2e-05
5804,7.3e-05,7.5e-05,8e-05
5805,7.3e-05,7.6e-05,8e-05
5806,7.3e-05,7.6e-05,7.9e-05
5807,7.4e-05,7.6e-05,7.9e-05
5808,7.3e-05,8.3e-05,7.9e-05
5809,7.3e-05,7.6e-05,7.9e-05
5810,7.3e-05,7.6e-05,7.9e-05
5811,8.1e-05,7.7e-05,8.1e-05
5812,7.3e-05,7.5e-05,8.3e-05
5813,7.2e-05,7.6e-05,8e-05
5814,7.3e-05,7.7e-05,7.9e-05
5815,7.3e-05,7.6e-05,7.9e-05
5816,7.3e-05,7.6e-05,8e-05
5817,7.3e-05,7.7e-05,8.1e-05
5818,7.3e-05,7.7e-05,7.8e-05
5819,7.3e-05,7.6e-05,8e-05
5820,7.3e-05,7.6e-05,8.5e-05
5821,7.8e-05,7.5e-05,8.1e-05
5822,7.3e-05,7.7e-05,7.9e-05
5823,7.2e-05,7.6e-05,8e-05
5824,7.3e-05,7.9e-05,8e-05
5825,7.3e-05,7.6e-05,7.9e-05
5826,7.3e-05,7.7e-05,8e-05
5827,7.3e-05,8.4e-05,8e-05
5828,7.3e-05,7.7e-05,8e-05
5829,7.3e-05,7.7e-05,8.7e-05
5830,7.3e-05,7.6e-05,8.1e-05
5831,7.9e-05,7.6e-05,7.9e-05
5832,7.3e-05,7.6e-05,8.1e-05
5833,7.3e-05,7.7e-05,8e-05
5834,7.3e-05,7.6e-05,8e-05
5835,7.3e-05,7.7e-05,8e-05
5836,7.3e-05,8.2e-05,8.1e-05
5837,7.3e-05,7.8e-05,8e-05
5838,7.3e-05,7.7e-05,8.6e-05
5839,7.3e-05,7.7e-05,8e-05
5840,7.2e-05,7.6e-05,8.1e-05
5841,7.9e-05,7.6e-05,8e-05
5842,7.3e-05,7.6e-05,8e-05
5843,7.3e-05,7.6e-05,8e-05
5844,7.3e-05,7.6e-05,8.1e-05
5845,7.3e-05,7.5e-05,8e-05
5846,7.3e-05,8.3e-05,7.9e-05
5847,7.3e-05,7.5e-05,9.1e-05
5848,7.3e-05,7.5e-05,7.9e-05
5849,7.4e-05,7.6e-05,7.9e-05
5850,7.3e-05,7.6e-05,8e-05
5851,7.9e-05,7.6e-05,8e-05
5852,0.000104,7.6e-05,8e-05
5853,0.000127,7.7e-05,8e-05
5854,0.000136,7.6e-05,8.1e-05
5855,0.000138,8.1e-05,8e-05
5856,0.000134,7.6e-05,8.1e-05
5857,0.000141,7.6e-05,8e-05
5858,0.000128,7.6e-05,8e-05
5859,9.3e-05,7.6e-05,8e-05
5860,7.4e-05,7.5e-05,8.4e-05
5861,7.6e-05,7.6e-05,8e-05
5862,7.5e-05,7.6e-05,8.1e-05
5863,7.4e-05,7.6e-05,8.1e-05
5864,7.5e-05,7.6e-05,9e-05
5865,7.6e-05,7.8e-05,8.2e-05
5866,7.5e-05,7.6e-05,8.1e-05
5867,7.5e-05,7.5e-05,8.1e-05
5868,7.4e-05,7.7e-05,8.1e-05
5869,7.6e-05,7.6e-05,8e-05
5870,7.4e-05,7.5e-05,8.1e-05
5871,7.4e-05,7.7e-05,8e-05
5872,7.5e-05,7.6e-05,8e-05
5873,7.6e-05,7.6e-05,8.7e-05
5874,8.2e-05,8.3e-05,8.1e-05
5875,7.4e-05,7.6e-05,8e-05
5876,7.4e-05,7.5e-05,8e-05
5877,7.6e-05,7.7e-05,8.1e-05
5878,7.5e-05,7.5e-05,8.1e-05
5879,7.6e-05,7.6e-05,8.1e-05
5880,7.5e-05,7.5e-05,8e-05
5881,7.4e-05,7.7e-05,8.1e-05
5882,7.6e-05,7.7e-05,8.7e-05
5883,7.4e-05,8.3e-05,8.1e-05
5884,7.8e-05,7.7e-05,8.1e-05
5885,7.5e-05,7.7e-05,8e-05
5886,7.6e-05,7.6e-05,8.1e-05
5887,7.5e-05,7.7e-05,8.1e-05
5888,7.5e-05,8e-05,8.1e-05
5889,7.5e-05,7.7e-05,8.1e-05
5890,0.000111,8.4e-05,0.000115
5891,7.9e-05,7.8e-05,8.7e-05
5892,7.6e-05,7.6e-05,8.1e-05
5893,8e-05,7.8e-05,8.2e-05
5894,7.5e-05,7.6e-05,8.2e-05
5895,7.4e-05,7.7e-05,8.1e-05
5896,7.7e-05,7.6e-05,8.1e-05
5897,7.7e-05,7.6e-05,8.2e-05
5898,7.7e-05,7.8e-05,8.2e-05
5899,7.7e-05,7.6e-05,8.9e-05
5900,7.7e-05,7.7e-05,8.1e-05
5901,7.7e-05,7.7e-05,8e-05
5902,8.4e-05,8.8e-05,8.1e-05
5903,7.7e-05,7.7e-05,8.1e-05
5904,7.7e-05,7.7e-05,8.1e-05
5905,7.7e-05,7.7e-05,8.1e-05
5906,7.7e-05,7.7e-05,8.1e-05
5907,7.7e-05,7.7e-05,8e-05
5908,7.7e-05,7.7e-05,8.7e-05
5909,7.7e-05,7.7e-05,8.1e-05
5910,7.7e-05,7.6e-05,8.1e-05
5911,7.7e-05,8.3e-05,8.2e-05
5912,8e-05,7.7e-05,8.1e-05
5913,7.7e-05,7.7e-05,8.1e-05
5914,7.7e-05,7.7e-05,8.1e-05
5915,8.1e-05,7.6e-05,8.1e-05
5916,7.8e-05,7.5e-05,8.1e-05
5917,7.7e-05,7.7e-05,8.3e-05
5918,7.7e-05,7.7e-05,8.1e-05
